,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
1139,Tamil Nadu,DHARMAPURI,1997,Kharif     ,Sesamum,729,370
1140,Tamil Nadu,DHARMAPURI,1997,Whole Year ,Arhar/Tur,9409,6240
1141,Tamil Nadu,DHARMAPURI,1997,Whole Year ,Bajra,2669,4600
1142,Tamil Nadu,DHARMAPURI,1997,Whole Year ,Banana,1871,140280
1143,Tamil Nadu,DHARMAPURI,1997,Whole Year ,Cashewnut,19,10
1144,Tamil Nadu,DHARMAPURI,1997,Whole Year ,Castor seed,3120,1070
1145,Tamil Nadu,DHARMAPURI,1997,Whole Year ,Coriander,334,110
1146,Tamil Nadu,DHARMAPURI,1997,Whole Year ,Cotton(lint),25630,42660
1147,Tamil Nadu,DHARMAPURI,1997,Whole Year ,Dry chillies,1045,650
1148,Tamil Nadu,DHARMAPURI,1997,Whole Year ,Dry ginger,13,410
1149,Tamil Nadu,DHARMAPURI,1997,Whole Year ,Garlic,1,10
1150,Tamil Nadu,DHARMAPURI,1997,Whole Year ,Gram,168,10
1151,Tamil Nadu,DHARMAPURI,1997,Whole Year ,Groundnut,74354,103640
1152,Tamil Nadu,DHARMAPURI,1997,Whole Year ,Jowar,22103,27860
1153,Tamil Nadu,DHARMAPURI,1997,Whole Year ,Maize,358,390
1154,Tamil Nadu,DHARMAPURI,1997,Whole Year ,Moong(Green Gram),915,540
1155,Tamil Nadu,DHARMAPURI,1997,Whole Year ,Onion,382,2900
1156,Tamil Nadu,DHARMAPURI,1997,Whole Year ,Potato,144,3720
1157,Tamil Nadu,DHARMAPURI,1997,Whole Year ,Pulses total,65383,31970
1158,Tamil Nadu,DHARMAPURI,1997,Whole Year ,Ragi,54240,106670
1159,Tamil Nadu,DHARMAPURI,1997,Whole Year ,Rapeseed &Mustard,538,130
1160,Tamil Nadu,DHARMAPURI,1997,Whole Year ,Rice,64393,203890
1161,Tamil Nadu,DHARMAPURI,1997,Whole Year ,Small millets,1530,60
1162,Tamil Nadu,DHARMAPURI,1997,Whole Year ,Sugarcane,18938,18100000
1163,Tamil Nadu,DHARMAPURI,1997,Whole Year ,Sunflower,818,730
1164,Tamil Nadu,DHARMAPURI,1997,Whole Year ,Tapioca,15842,636970
1165,Tamil Nadu,DHARMAPURI,1997,Whole Year ,Tobacco,19,20
1166,Tamil Nadu,DHARMAPURI,1997,Whole Year ,Total foodgrain,235952,397460
1167,Tamil Nadu,DHARMAPURI,1997,Whole Year ,Turmeric,2075,9470
1168,Tamil Nadu,DHARMAPURI,1997,Whole Year ,Urad,2039,920
1169,Tamil Nadu,DHARMAPURI,1998,Kharif     ,Arhar/Tur,20371,22714
1170,Tamil Nadu,DHARMAPURI,1998,Kharif     ,Bajra,9095,14981
1171,Tamil Nadu,DHARMAPURI,1998,Kharif     ,Cotton(lint),18964,32671
1172,Tamil Nadu,DHARMAPURI,1998,Kharif     ,Dry ginger,1,32
1173,Tamil Nadu,DHARMAPURI,1998,Kharif     ,Groundnut,88007,153406
1174,Tamil Nadu,DHARMAPURI,1998,Kharif     ,Horse-gram,65963,32322
1175,Tamil Nadu,DHARMAPURI,1998,Kharif     ,Jowar,25194,51194
1176,Tamil Nadu,DHARMAPURI,1998,Kharif     ,Maize,1124,1229
1177,Tamil Nadu,DHARMAPURI,1998,Kharif     ,Moong(Green Gram),9023,4304
1178,Tamil Nadu,DHARMAPURI,1998,Kharif     ,Pulses total,142266,72770
1179,Tamil Nadu,DHARMAPURI,1998,Kharif     ,Ragi,81628,148820
1180,Tamil Nadu,DHARMAPURI,1998,Kharif     ,Rice,57072,196352
1181,Tamil Nadu,DHARMAPURI,1998,Kharif     ,Sesamum,2135,1179
1182,Tamil Nadu,DHARMAPURI,1998,Kharif     ,Small millets,18200,6700
1183,Tamil Nadu,DHARMAPURI,1998,Kharif     ,Sunflower,4463,3735
1184,Tamil Nadu,DHARMAPURI,1998,Kharif     ,Total foodgrain,367554,53151
1185,Tamil Nadu,DHARMAPURI,1998,Kharif     ,Urad,12053,5894
1186,Tamil Nadu,DHARMAPURI,1998,Rabi       ,Gram,793,485
1187,Tamil Nadu,DHARMAPURI,1998,Whole Year ,Banana,621,46561
1188,Tamil Nadu,DHARMAPURI,1998,Whole Year ,Black pepper,17,3
1189,Tamil Nadu,DHARMAPURI,1998,Whole Year ,Cardamom,324,24
1190,Tamil Nadu,DHARMAPURI,1998,Whole Year ,Castor seed,14455,4351
1191,Tamil Nadu,DHARMAPURI,1998,Whole Year ,Coriander,1739,562
1192,Tamil Nadu,DHARMAPURI,1998,Whole Year ,Dry chillies,738,462
1193,Tamil Nadu,DHARMAPURI,1998,Whole Year ,Garlic,755,3775
1194,Tamil Nadu,DHARMAPURI,1998,Whole Year ,Onion,931,7253
1195,Tamil Nadu,DHARMAPURI,1998,Whole Year ,Potato,184,4749
1196,Tamil Nadu,DHARMAPURI,1998,Whole Year ,Rapeseed &Mustard,374,92
1197,Tamil Nadu,DHARMAPURI,1998,Whole Year ,Sannhamp,72,53
1198,Tamil Nadu,DHARMAPURI,1998,Whole Year ,Sugarcane,27836,2772300
1199,Tamil Nadu,DHARMAPURI,1998,Whole Year ,Sweet potato,131,2287
1200,Tamil Nadu,DHARMAPURI,1998,Whole Year ,Tapioca,16469,662169
1201,Tamil Nadu,DHARMAPURI,1998,Whole Year ,Turmeric,2587,11804
1202,Tamil Nadu,DHARMAPURI,1999,Kharif     ,Arhar/Tur,17041,14807
1203,Tamil Nadu,DHARMAPURI,1999,Kharif     ,Bajra,7917,18416
1204,Tamil Nadu,DHARMAPURI,1999,Kharif     ,Castor seed,5248,1803
1205,Tamil Nadu,DHARMAPURI,1999,Kharif     ,Cotton(lint),13721,27047
1206,Tamil Nadu,DHARMAPURI,1999,Kharif     ,Groundnut,75637,127907
1207,Tamil Nadu,DHARMAPURI,1999,Kharif     ,Horse-gram,71795,31803
1208,Tamil Nadu,DHARMAPURI,1999,Kharif     ,Jowar,24658,38935
1209,Tamil Nadu,DHARMAPURI,1999,Kharif     ,Korra,342,125
1210,Tamil Nadu,DHARMAPURI,1999,Kharif     ,Maize,1129,1239
1211,Tamil Nadu,DHARMAPURI,1999,Kharif     ,Moong(Green Gram),8728,4739
1212,Tamil Nadu,DHARMAPURI,1999,Kharif     ,Ragi,86751,154835
1213,Tamil Nadu,DHARMAPURI,1999,Kharif     ,Rice,60472,201243
1214,Tamil Nadu,DHARMAPURI,1999,Kharif     ,Sesamum,6932,3514
1215,Tamil Nadu,DHARMAPURI,1999,Kharif     ,Sunflower,3868,3538
1216,Tamil Nadu,DHARMAPURI,1999,Kharif     ,Urad,12622,6538
1217,Tamil Nadu,DHARMAPURI,1999,Kharif     ,Varagu,343,253
1218,Tamil Nadu,DHARMAPURI,1999,Rabi       ,Gram,622,124
1219,Tamil Nadu,DHARMAPURI,1999,Rabi       ,Rapeseed &Mustard,403,99
1220,Tamil Nadu,DHARMAPURI,1999,Rabi       ,Samai,40014,33456
1221,Tamil Nadu,DHARMAPURI,1999,Whole Year ,Banana,1354,53114
1222,Tamil Nadu,DHARMAPURI,1999,Whole Year ,Black pepper,1,910330
1223,Tamil Nadu,DHARMAPURI,1999,Whole Year ,Coriander,1525,512
1224,Tamil Nadu,DHARMAPURI,1999,Whole Year ,Dry chillies,1532,1219
1225,Tamil Nadu,DHARMAPURI,1999,Whole Year ,Guar seed,25826,224821
1226,Tamil Nadu,DHARMAPURI,1999,Whole Year ,Onion,1132,9152
1227,Tamil Nadu,DHARMAPURI,1999,Whole Year ,Potato,522,12973
1228,Tamil Nadu,DHARMAPURI,1999,Whole Year ,Sannhamp,217,160
1229,Tamil Nadu,DHARMAPURI,1999,Whole Year ,Sugarcane,25826,2311813
1230,Tamil Nadu,DHARMAPURI,1999,Whole Year ,Sweet potato,33,400
1231,Tamil Nadu,DHARMAPURI,1999,Whole Year ,Tapioca,22781,828484
1232,Tamil Nadu,DHARMAPURI,1999,Whole Year ,Turmeric,3483,17399
1233,Tamil Nadu,DHARMAPURI,2000,Kharif     ,Arhar/Tur,13983,12150
1234,Tamil Nadu,DHARMAPURI,2000,Kharif     ,Bajra,6496,14992
1235,Tamil Nadu,DHARMAPURI,2000,Kharif     ,Castor seed,7355,2528
1236,Tamil Nadu,DHARMAPURI,2000,Kharif     ,Cotton(lint),12364,24358
1237,Tamil Nadu,DHARMAPURI,2000,Kharif     ,Groundnut,54365,94996
1238,Tamil Nadu,DHARMAPURI,2000,Kharif     ,Horse-gram,93837,41945
1239,Tamil Nadu,DHARMAPURI,2000,Kharif     ,Jowar,19579,36559
1240,Tamil Nadu,DHARMAPURI,2000,Kharif     ,Maize,1259,1381
1241,Tamil Nadu,DHARMAPURI,2000,Kharif     ,Moong(Green Gram),6637,3099
1242,Tamil Nadu,DHARMAPURI,2000,Kharif     ,Other Cereals & Millets,48593,40573
1243,Tamil Nadu,DHARMAPURI,2000,Kharif     ,Other Kharif pulses,36259,7564
1244,Tamil Nadu,DHARMAPURI,2000,Kharif     ,Ragi,89722,162669
1245,Tamil Nadu,DHARMAPURI,2000,Kharif     ,Rice,61608,227438
1246,Tamil Nadu,DHARMAPURI,2000,Kharif     ,Sesamum,5525,3416
1247,Tamil Nadu,DHARMAPURI,2000,Kharif     ,Sunflower,745,677
1248,Tamil Nadu,DHARMAPURI,2000,Kharif     ,Urad,12902,6683
1249,Tamil Nadu,DHARMAPURI,2000,Rabi       ,Gram,511,102
1250,Tamil Nadu,DHARMAPURI,2000,Rabi       ,Rapeseed &Mustard,552,136
1251,Tamil Nadu,DHARMAPURI,2000,Whole Year ,Banana,1615,63352
1252,Tamil Nadu,DHARMAPURI,2000,Whole Year ,Cashewnut,2,1
1253,Tamil Nadu,DHARMAPURI,2000,Whole Year ,Coriander,1466,493
1254,Tamil Nadu,DHARMAPURI,2000,Whole Year ,Dry chillies,1214,1062
1255,Tamil Nadu,DHARMAPURI,2000,Whole Year ,Onion,1488,12030
1256,Tamil Nadu,DHARMAPURI,2000,Whole Year ,Potato,326,8238
1257,Tamil Nadu,DHARMAPURI,2000,Whole Year ,Sannhamp,369,269
1258,Tamil Nadu,DHARMAPURI,2000,Whole Year ,Sugarcane,25355,2269651
1259,Tamil Nadu,DHARMAPURI,2000,Whole Year ,Sweet potato,55,667
1260,Tamil Nadu,DHARMAPURI,2000,Whole Year ,Tapioca,18014,655121
1261,Tamil Nadu,DHARMAPURI,2000,Whole Year ,Tobacco,29,39
1262,Tamil Nadu,DHARMAPURI,2000,Whole Year ,Turmeric,3271,13451
1263,Tamil Nadu,DHARMAPURI,2001,Kharif     ,Arhar/Tur,12743,7870
1264,Tamil Nadu,DHARMAPURI,2001,Kharif     ,Bajra,3385,5100
1265,Tamil Nadu,DHARMAPURI,2001,Kharif     ,Cotton(lint),12587,18550
1266,Tamil Nadu,DHARMAPURI,2001,Kharif     ,Groundnut,49906,86140
1267,Tamil Nadu,DHARMAPURI,2001,Kharif     ,Jowar,15029,13920
1268,Tamil Nadu,DHARMAPURI,2001,Kharif     ,Moong(Green Gram),3606,1490
1269,Tamil Nadu,DHARMAPURI,2001,Kharif     ,Ragi,74452,117590
1270,Tamil Nadu,DHARMAPURI,2001,Kharif     ,Rice,54334,189510
1271,Tamil Nadu,DHARMAPURI,2001,Kharif     ,Sesamum,3061,880
1272,Tamil Nadu,DHARMAPURI,2001,Kharif     ,Sunflower,512,350
1273,Tamil Nadu,DHARMAPURI,2001,Kharif     ,Urad,7010,2750
1274,Tamil Nadu,DHARMAPURI,2001,Whole Year ,Sugarcane,22942,1923400
1275,Tamil Nadu,DHARMAPURI,2002,Kharif     ,Arhar/Tur,8862,3626
1276,Tamil Nadu,DHARMAPURI,2002,Kharif     ,Bajra,3281,3797
1277,Tamil Nadu,DHARMAPURI,2002,Kharif     ,Castor seed,3187,1091
1278,Tamil Nadu,DHARMAPURI,2002,Kharif     ,Cotton(lint),3325,2335
1279,Tamil Nadu,DHARMAPURI,2002,Kharif     ,Groundnut,20419,24413
1280,Tamil Nadu,DHARMAPURI,2002,Kharif     ,Horse-gram,37944,10082
1281,Tamil Nadu,DHARMAPURI,2002,Kharif     ,Jowar,12211,11313
1282,Tamil Nadu,DHARMAPURI,2002,Kharif     ,Korra,10,4
1283,Tamil Nadu,DHARMAPURI,2002,Kharif     ,Maize,1020,1122
1284,Tamil Nadu,DHARMAPURI,2002,Kharif     ,Moong(Green Gram),5377,2290
1285,Tamil Nadu,DHARMAPURI,2002,Kharif     ,Other Kharif pulses,28015,5849
1286,Tamil Nadu,DHARMAPURI,2002,Kharif     ,Ragi,67187,78871
1287,Tamil Nadu,DHARMAPURI,2002,Kharif     ,Rice,30152,77596
1288,Tamil Nadu,DHARMAPURI,2002,Kharif     ,Samai,34400,26238
1289,Tamil Nadu,DHARMAPURI,2002,Kharif     ,Sesamum,3395,767
1290,Tamil Nadu,DHARMAPURI,2002,Kharif     ,Sunflower,530,265
1291,Tamil Nadu,DHARMAPURI,2002,Kharif     ,Urad,8550,3411
1292,Tamil Nadu,DHARMAPURI,2002,Kharif     ,Varagu,25,28
1293,Tamil Nadu,DHARMAPURI,2002,Rabi       ,Gram,442,55
1294,Tamil Nadu,DHARMAPURI,2002,Rabi       ,Rapeseed &Mustard,474,117
1295,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Arecanut,203,910330
1296,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Ash Gourd,12,0
1297,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Banana,1142,42200
1298,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Beans & Mutter(Vegetable),843,0
1299,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Beet Root,166,0
1300,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Bhindi,598,4455
1301,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Bitter Gourd,26,0
1302,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Bottle Gourd,7,0
1303,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Brinjal,590,4499
1304,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Cabbage,1113,58583
1305,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Carrot,115,0
1306,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Cashewnut,16,5
1307,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Cauliflower,195,0
1308,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Citrus Fruit,91,101
1309,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Coconut ,20229,155900
1310,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Coriander,808,150
1311,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Cucumber,145,0
1312,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Drum Stick,29,0
1313,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Dry chillies,703,646
1314,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Dry ginger,1,16
1315,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Grapes,119,2019
1316,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Jack Fruit,38,430
1317,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Lab-Lab,48,0
1318,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Mango,36523,353860
1319,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Onion,352,2977
1320,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Orange,1,2
1321,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Other Citrus Fruit,17,0
1322,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Other Fresh Fruits,405,0
1323,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Other Vegetables,311,0
1324,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Papaya,89,0
1325,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Pineapple,1,31
1326,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Pome Fruit,504,2637
1327,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Pome Granet,53,0
1328,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Potato,277,5832
1329,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Pump Kin,26,0
1330,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Redish,434,0
1331,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Ribed Guard,11,0
1332,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Snak Guard,13,0
1333,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Sugarcane,16049,1114260
1334,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Sweet potato,27,369
1335,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Tapioca,14712,305811
1336,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Tobacco,625,933
1337,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Tomato,5294,101955
1338,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Turmeric,1921,4240
1339,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Water Melon,18,0
1340,Tamil Nadu,DHARMAPURI,2002,Whole Year ,Yam,1,0
1341,Tamil Nadu,DHARMAPURI,2003,Kharif     ,Arhar/Tur,3742,1381
1342,Tamil Nadu,DHARMAPURI,2003,Kharif     ,Bajra,965,1116
1343,Tamil Nadu,DHARMAPURI,2003,Kharif     ,Castor seed,577,198
1344,Tamil Nadu,DHARMAPURI,2003,Kharif     ,Cotton(lint),6031,7148
1345,Tamil Nadu,DHARMAPURI,2003,Kharif     ,Groundnut,21661,29153
1346,Tamil Nadu,DHARMAPURI,2003,Kharif     ,Horse-gram,30282,7897
1347,Tamil Nadu,DHARMAPURI,2003,Kharif     ,Jowar,34264,22249
1348,Tamil Nadu,DHARMAPURI,2003,Kharif     ,Korra,9,4
1349,Tamil Nadu,DHARMAPURI,2003,Kharif     ,Maize,209,230
1350,Tamil Nadu,DHARMAPURI,2003,Kharif     ,Moong(Green Gram),1424,604
1351,Tamil Nadu,DHARMAPURI,2003,Kharif     ,Other Kharif pulses,15816,3302
1352,Tamil Nadu,DHARMAPURI,2003,Kharif     ,Ragi,73175,98495
1353,Tamil Nadu,DHARMAPURI,2003,Kharif     ,Rice,15997,38810
1354,Tamil Nadu,DHARMAPURI,2003,Kharif     ,Sesamum,609,95
1355,Tamil Nadu,DHARMAPURI,2003,Kharif     ,Small millets,25066,9668
1356,Tamil Nadu,DHARMAPURI,2003,Kharif     ,Sunflower,183,122
1357,Tamil Nadu,DHARMAPURI,2003,Kharif     ,Urad,2976,1216
1358,Tamil Nadu,DHARMAPURI,2003,Rabi       ,Gram,566,78
1359,Tamil Nadu,DHARMAPURI,2003,Rabi       ,Rapeseed &Mustard,285,70
1360,Tamil Nadu,DHARMAPURI,2003,Whole Year ,Arecanut,308,910330
1361,Tamil Nadu,DHARMAPURI,2003,Whole Year ,Ash Gourd,6,0
1362,Tamil Nadu,DHARMAPURI,2003,Whole Year ,Banana,385,13619
1363,Tamil Nadu,DHARMAPURI,2003,Whole Year ,Beans & Mutter(Vegetable),32,0
1364,Tamil Nadu,DHARMAPURI,2003,Whole Year ,Beet Root,1,0
1365,Tamil Nadu,DHARMAPURI,2003,Whole Year ,Bhindi,113,791
1366,Tamil Nadu,DHARMAPURI,2003,Whole Year ,Bitter Gourd,5,0
1367,Tamil Nadu,DHARMAPURI,2003,Whole Year ,Bottle Gourd,1,0
1368,Tamil Nadu,DHARMAPURI,2003,Whole Year ,Brinjal,162,2460
1369,Tamil Nadu,DHARMAPURI,2003,Whole Year ,Cabbage,1,49
1370,Tamil Nadu,DHARMAPURI,2003,Whole Year ,Cashewnut,2,1
1371,Tamil Nadu,DHARMAPURI,2003,Whole Year ,Citrus Fruit,22,23
1372,Tamil Nadu,DHARMAPURI,2003,Whole Year ,Coconut ,21461,109900
1373,Tamil Nadu,DHARMAPURI,2003,Whole Year ,Coriander,365,106
1374,Tamil Nadu,DHARMAPURI,2003,Whole Year ,Cucumber,14,0
1375,Tamil Nadu,DHARMAPURI,2003,Whole Year ,Drum Stick,12,0
1376,Tamil Nadu,DHARMAPURI,2003,Whole Year ,Dry chillies,271,777
1377,Tamil Nadu,DHARMAPURI,2003,Whole Year ,Grapes,2,33
1378,Tamil Nadu,DHARMAPURI,2003,Whole Year ,Jack Fruit,36,348
1379,Tamil Nadu,DHARMAPURI,2003,Whole Year ,Lab-Lab,24,0
1380,Tamil Nadu,DHARMAPURI,2003,Whole Year ,Mango,5177,37742
1381,Tamil Nadu,DHARMAPURI,2003,Whole Year ,Onion,298,2684
1382,Tamil Nadu,DHARMAPURI,2003,Whole Year ,Other Citrus Fruit,20,0
1383,Tamil Nadu,DHARMAPURI,2003,Whole Year ,Other Fresh Fruits,182,0
1384,Tamil Nadu,DHARMAPURI,2003,Whole Year ,Other Vegetables,60,0
1385,Tamil Nadu,DHARMAPURI,2003,Whole Year ,Pome Fruit,171,1201
1386,Tamil Nadu,DHARMAPURI,2003,Whole Year ,Pome Granet,19,0
1387,Tamil Nadu,DHARMAPURI,2003,Whole Year ,Pump Kin,5,0
1388,Tamil Nadu,DHARMAPURI,2003,Whole Year ,Redish,20,0
1389,Tamil Nadu,DHARMAPURI,2003,Whole Year ,Ribed Guard,1,0
1390,Tamil Nadu,DHARMAPURI,2003,Whole Year ,Snak Guard,3,0
1391,Tamil Nadu,DHARMAPURI,2003,Whole Year ,Sugarcane,5560,342368
1392,Tamil Nadu,DHARMAPURI,2003,Whole Year ,Sweet potato,1,14
1393,Tamil Nadu,DHARMAPURI,2003,Whole Year ,Tapioca,16274,330953
1394,Tamil Nadu,DHARMAPURI,2003,Whole Year ,Tomato,2640,34843
1395,Tamil Nadu,DHARMAPURI,2003,Whole Year ,Turmeric,1659,4114
1396,Tamil Nadu,DHARMAPURI,2003,Whole Year ,Water Melon,8,0
1397,Tamil Nadu,DHARMAPURI,2004,Kharif     ,Arhar/Tur,2488,1714
1398,Tamil Nadu,DHARMAPURI,2004,Kharif     ,Bajra,1807,2046
1399,Tamil Nadu,DHARMAPURI,2004,Kharif     ,Castor seed,149,51
1400,Tamil Nadu,DHARMAPURI,2004,Kharif     ,Cotton(lint),7260,10699
1401,Tamil Nadu,DHARMAPURI,2004,Kharif     ,Groundnut,15211,24621
1402,Tamil Nadu,DHARMAPURI,2004,Kharif     ,Horse-gram,13752,4490
1403,Tamil Nadu,DHARMAPURI,2004,Kharif     ,Jowar,21473,24999
1404,Tamil Nadu,DHARMAPURI,2004,Kharif     ,Maize,202,223
1405,Tamil Nadu,DHARMAPURI,2004,Kharif     ,Moong(Green Gram),1080,472
1406,Tamil Nadu,DHARMAPURI,2004,Kharif     ,Other Kharif pulses,6809,1422
1407,Tamil Nadu,DHARMAPURI,2004,Kharif     ,Ragi,17798,25796
1408,Tamil Nadu,DHARMAPURI,2004,Kharif     ,Rice,13915,38568
1409,Tamil Nadu,DHARMAPURI,2004,Kharif     ,Sesamum,363,163
1410,Tamil Nadu,DHARMAPURI,2004,Kharif     ,Small millets,21591,18699
1411,Tamil Nadu,DHARMAPURI,2004,Kharif     ,Sunflower,600,306
1412,Tamil Nadu,DHARMAPURI,2004,Kharif     ,Urad,1706,1180
1413,Tamil Nadu,DHARMAPURI,2004,Rabi       ,Gram,756,110
1414,Tamil Nadu,DHARMAPURI,2004,Rabi       ,Rapeseed &Mustard,5,1
1415,Tamil Nadu,DHARMAPURI,2004,Whole Year ,Arecanut,308,393
1416,Tamil Nadu,DHARMAPURI,2004,Whole Year ,Banana,468,19879
1417,Tamil Nadu,DHARMAPURI,2004,Whole Year ,Cashewnut,1,910330
1418,Tamil Nadu,DHARMAPURI,2004,Whole Year ,Coconut ,9131,114800
1419,Tamil Nadu,DHARMAPURI,2004,Whole Year ,Coriander,539,234
1420,Tamil Nadu,DHARMAPURI,2004,Whole Year ,Dry chillies,742,480
1421,Tamil Nadu,DHARMAPURI,2004,Whole Year ,Onion,141,1364
1422,Tamil Nadu,DHARMAPURI,2004,Whole Year ,Sugarcane,9819,783163
1423,Tamil Nadu,DHARMAPURI,2004,Whole Year ,Sweet potato,5,76
1424,Tamil Nadu,DHARMAPURI,2004,Whole Year ,Tapioca,22029,1095224
1425,Tamil Nadu,DHARMAPURI,2004,Whole Year ,Turmeric,2522,7914
1426,Tamil Nadu,DHARMAPURI,2005,Kharif     ,Arhar/Tur,1465,806
1427,Tamil Nadu,DHARMAPURI,2005,Kharif     ,Bajra,1080,1391
1428,Tamil Nadu,DHARMAPURI,2005,Kharif     ,Castor seed,162,56
1429,Tamil Nadu,DHARMAPURI,2005,Kharif     ,Cotton(lint),6580,11325
1430,Tamil Nadu,DHARMAPURI,2005,Kharif     ,Groundnut,17405,32380
1431,Tamil Nadu,DHARMAPURI,2005,Kharif     ,Horse-gram,14703,7650
1432,Tamil Nadu,DHARMAPURI,2005,Kharif     ,Jowar,12470,11527
1433,Tamil Nadu,DHARMAPURI,2005,Kharif     ,Maize,192,910330
1434,Tamil Nadu,DHARMAPURI,2005,Kharif     ,Moong(Green Gram),279,110
1435,Tamil Nadu,DHARMAPURI,2005,Kharif     ,Other Kharif pulses,6676,3339
1436,Tamil Nadu,DHARMAPURI,2005,Kharif     ,Ragi,20532,29554
1437,Tamil Nadu,DHARMAPURI,2005,Kharif     ,Rice,29023,85390
1438,Tamil Nadu,DHARMAPURI,2005,Kharif     ,Sesamum,167,52
1439,Tamil Nadu,DHARMAPURI,2005,Kharif     ,Small millets,13231,10604
1440,Tamil Nadu,DHARMAPURI,2005,Kharif     ,Sunflower,357,208
1441,Tamil Nadu,DHARMAPURI,2005,Kharif     ,Urad,991,693
1442,Tamil Nadu,DHARMAPURI,2005,Rabi       ,Gram,24,4
1443,Tamil Nadu,DHARMAPURI,2005,Rabi       ,Rapeseed &Mustard,15,4
1444,Tamil Nadu,DHARMAPURI,2005,Whole Year ,Arecanut,308,471
1445,Tamil Nadu,DHARMAPURI,2005,Whole Year ,Banana,628,30838
1446,Tamil Nadu,DHARMAPURI,2005,Whole Year ,Cashewnut,1,910330
1447,Tamil Nadu,DHARMAPURI,2005,Whole Year ,Coconut ,9131,1686
1448,Tamil Nadu,DHARMAPURI,2005,Whole Year ,Coriander,338,103
1449,Tamil Nadu,DHARMAPURI,2005,Whole Year ,Dry chillies,311,202
1450,Tamil Nadu,DHARMAPURI,2005,Whole Year ,Onion,155,1242
1451,Tamil Nadu,DHARMAPURI,2005,Whole Year ,Sugarcane,14600,1261820
1452,Tamil Nadu,DHARMAPURI,2005,Whole Year ,Sweet potato,200,4171
1453,Tamil Nadu,DHARMAPURI,2005,Whole Year ,Tapioca,24067,962448
1454,Tamil Nadu,DHARMAPURI,2005,Whole Year ,Tobacco,24,26
1455,Tamil Nadu,DHARMAPURI,2005,Whole Year ,Turmeric,3073,7446
1456,Tamil Nadu,DHARMAPURI,2006,Kharif     ,Rice,21062,76072
1457,Tamil Nadu,DHARMAPURI,2006,Kharif     ,Small millets,12101,15325
1458,Tamil Nadu,DHARMAPURI,2006,Whole Year ,Arecanut,337,1018
1459,Tamil Nadu,DHARMAPURI,2006,Whole Year ,Arhar/Tur,1412,1313
1460,Tamil Nadu,DHARMAPURI,2006,Whole Year ,Bajra,912,1572
1461,Tamil Nadu,DHARMAPURI,2006,Whole Year ,Banana,1141,61139
1462,Tamil Nadu,DHARMAPURI,2006,Whole Year ,Cashewnut,1,1
1463,Tamil Nadu,DHARMAPURI,2006,Whole Year ,Castor seed,194,67
1464,Tamil Nadu,DHARMAPURI,2006,Whole Year ,Coconut ,9781,2096
1465,Tamil Nadu,DHARMAPURI,2006,Whole Year ,Coriander,329,107
1466,Tamil Nadu,DHARMAPURI,2006,Whole Year ,Cotton(lint),5260,13315
1467,Tamil Nadu,DHARMAPURI,2006,Whole Year ,Dry chillies,556,387
